,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,sub,ses,rec,run
188,7.0,3.8490123517567714,3.8653139347962497,3.548342450293813,4.252420502121082,0.0347200655169904,22,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
189,8.0,5.230633422075548,5.212630552804658,5.027229150541955,5.588687459001233,0.0254622787671563,22,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
190,9.0,7.131402664651197,7.144066908254854,6.95095644853248,7.251761183391619,0.0063113147507908,22,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
191,10.0,10.254416352946896,10.31364068107822,9.249672755069454,10.846961267966746,0.1408534595619866,22,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
192,11.0,13.78710818340054,13.728171453458073,12.430364239361264,14.963586317953386,0.476801691836441,24,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
193,12.0,18.58668157735713,18.678862045612604,15.818839517266186,21.8247465301895,1.7076554326632825,22,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
194,13.0,73.14457371561927,27.34531573657674,21.054250043765723,999.9991375960396,42958.02857355121,21,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
195,14.0,437.5552085380506,36.74278458787009,26.24817401766179,999.9998360872536,220976.17320321585,22,20240214,P0009,R4,R1,T1mimics,1,LLRv1,P0009,20240214,LLRv1,01
196,1.0,1.12681744992733,1.0624170303344729,0.4425866603851318,2.2234580516815186,0.1890712550975422,24,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
197,2.0,0.8927135133743286,0.8284608721733093,0.5476933121681213,1.4463618993759155,0.0699944997222749,25,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
198,3.0,0.8624072742462158,0.8563212156295776,0.658001720905304,1.1106170415878296,0.0112079875421575,25,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
199,4.0,0.664843294620514,0.6621972918510437,0.5495372414588928,0.782672643661499,0.0035934865193405,25,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
200,5.0,0.4993220114189645,0.515291690826416,0.3922632038593292,0.5757716298103333,0.0022178381277138,23,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
201,6.0,0.4210650324821472,0.4217624515295028,0.2858862578868866,0.5159021019935608,0.0018730669479601,26,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
202,7.0,0.3127410896122455,0.3182374984025955,0.2387473583221435,0.3674638569355011,0.0009658572364146,24,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
203,8.0,0.2243893848111232,0.227802962064743,0.1815313994884491,0.2559394836425781,0.0003400301232374,24,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
204,9.0,0.1677862280607223,0.1673863232135772,0.1577890217304229,0.1822587251663208,4.171940129093486e-05,25,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
205,10.0,0.1166197749972343,0.1158865913748741,0.0991473868489265,0.1319629698991775,3.868146382590822e-05,25,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
206,11.0,0.0918803766921714,0.0919827669858932,0.0738575682044029,0.1043214052915573,4.763527111734011e-05,27,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
207,12.0,0.0662718758297463,0.0654907375574112,0.0595590993762016,0.0833697989583015,3.631429426109257e-05,24,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
208,13.0,0.0490764211118221,0.0473179817199707,0.0338305681943893,0.0727578327059745,8.549481576240262e-05,25,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
209,14.0,0.0408469514756385,0.0415116194635629,0.0010000000474974,0.0602525770664215,0.0002950511930345,24,20240214,P0009,R4,T1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
210,1.0,1.0241475305081469,0.9414990425258384,0.4497498836300227,2.259444509985493,0.1606659062685401,24,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
211,2.0,1.2137928750337197,1.2070576095847356,0.6913898937959343,1.8258393480127757,0.1092658495153308,25,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
212,3.0,1.1768962336870867,1.167786085113853,0.9004003743453438,1.5197528642085645,0.0204726642795469,25,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
213,4.0,1.5167228317012451,1.510123965026638,1.2776733773673246,1.8197128866921448,0.0197821242745332,25,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
214,5.0,2.0216176081840627,1.9406484090520013,1.736799710554362,2.54930870436324,0.0406874945246625,23,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
215,6.0,2.403494410368189,2.371018735358468,1.938352249653136,3.4978946081264906,0.0809072017056806,26,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
216,7.0,3.232690590769567,3.1423079136959355,2.721356076593744,4.1885280198606125,0.1272797429408013,24,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
217,8.0,4.488367692899728,4.389765805006034,3.907173624670234,5.508688870454229,0.1517584119228341,24,20240214,P0009,R4,R1,T2mimics,1,LLRv1,P0009,20240214,LLRv1,01
