,Unnamed: 0,SegId,Mean,Min,Max,Variance,Count,Volume,x,y,z,StructName,sub,ses,run,acq,rec,site,side,StructNameNoSide
59,21,28,0.297822914,0.267509818,0.383622795,0.000473523,177,3814.655029,102.8531073,111.9491525,-107.6173824,Left-VentralDC,TeTolj,1,2,R4,LLRv1,Tommies,Left,VentralDC
60,1,30,0.340723574,0.33097735,0.351267278,0.000114001,4,86.20689392,121.25,101.25,-106.8965564,Left-vessel,TeTolj,1,2,R4,LLRv1,Tommies,Left,vessel
61,18,31,0.331106288,0.266095906,0.457838506,0.001798996,57,1228.448242,112.6754386,125.1315789,-100.181493,Left-choroid-plexus,TeTolj,1,2,R4,LLRv1,Tommies,Left,choroid-plexus
62,22,41,0.284116677,0.211447954,0.40244776,0.000593006,11861,255625,67.68147711,111.4402243,-79.44960667,Right-Cerebral-White-Matter,TeTolj,1,2,R4,LLRv1,Tommies,Right,Cerebral-White-Matter
63,12,42,0.321933855,0,0.476242781,0.00205028,10736,231379.2969,63.7469728,112.1495436,-87.76337925,Right-Cerebral-Cortex,TeTolj,1,2,R4,LLRv1,Tommies,Right,Cerebral-Cortex
64,9,43,0.511696678,0.260684788,5.753960609,0.110167266,1004,21637.92969,79.17081673,113.8695219,-86.29619953,Right-Lateral-Ventricle,TeTolj,1,2,R4,LLRv1,Tommies,Right,Lateral-Ventricle
65,16,44,0.352850612,0.289536715,0.42254293,0.000621823,47,1012.93103,62.23404255,106.9148936,-114.6001513,Right-Inf-Lat-Vent,TeTolj,1,2,R4,LLRv1,Tommies,Right,Inf-Lat-Vent
66,7,46,0.304736027,0.231386647,0.400096804,0.000723783,934,20129.31055,70.57280514,142.2724839,-136.0333793,Right-Cerebellum-White-Matter,TeTolj,1,2,R4,LLRv1,Tommies,Right,Cerebellum-White-Matter
67,33,47,0.328183056,0,0.571543932,0.001480857,2278,49094.82422,65.24034241,149.726734,-140.3772255,Right-Cerebellum-Cortex,TeTolj,1,2,R4,LLRv1,Tommies,Right,Cerebellum-Cortex
68,29,49,0.298239194,0.258171737,0.38725099,0.000554125,278,5991.378906,81.51978417,112.6079137,-93.46316538,Right-Thalamus,TeTolj,1,2,R4,LLRv1,Tommies,Right,Thalamus
69,14,50,0.309917677,0.256435841,0.38902548,0.000819834,143,3081.896484,82.43006993,84.75524476,-85.50760086,Right-Caudate,TeTolj,1,2,R4,LLRv1,Tommies,Right,Caudate
70,2,51,0.293828774,0.251753181,0.360118806,0.000293543,293,6314.654785,71.44197952,91.22866894,-96.2810452,Right-Putamen,TeTolj,1,2,R4,LLRv1,Tommies,Right,Putamen
71,3,52,0.270162004,0.244595751,0.295325011,0.000127453,69,1487.06897,75.47101449,97.2826087,-96.45177894,Right-Pallidum,TeTolj,1,2,R4,LLRv1,Tommies,Right,Pallidum
72,30,53,0.339910471,0.292912066,0.437356263,0.000387375,202,4353.448242,68.53960396,113.4282178,-113.0419984,Right-Hippocampus,TeTolj,1,2,R4,LLRv1,Tommies,Right,Hippocampus
73,5,54,0.343235872,0.295729548,0.397337586,0.000414519,81,1745.689575,73.05555556,96.2345679,-113.6228228,Right-Amygdala,TeTolj,1,2,R4,LLRv1,Tommies,Right,Amygdala
74,25,58,0.346003592,0.29011023,0.406092137,0.000731604,31,668.1034546,87.33870968,81.0483871,-100.2224742,Head-ExtraCerebral,TeTolj,1,2,R4,LLRv1,Tommies,,None
75,19,60,0.29504792,0.269043982,0.34664166,0.000264496,182,3922.413574,81.84065934,108.7912088,-107.0670755,Right-VentralDC,TeTolj,1,2,R4,LLRv1,Tommies,Right,VentralDC
76,28,62,0.309963763,0.308819443,0.311108083,2.62E-06,2,43.10344696,68.75,92.5,-103.4482806,,TeTolj,1,2,R4,LLRv1,Tommies,,None
77,40,63,0.361577953,0.277486175,0.639051795,0.003856143,66,1422.413696,71.40151515,121.3636364,-98.8505795,Right-choroid-plexus,TeTolj,1,2,R4,LLRv1,Tommies,Right,choroid-plexus
78,35,77,0.286120116,0.250718743,0.471194893,0.000843157,101,2176.724121,95.79207921,122.5742574,-85.28508525,WM-hypointensities,TeTolj,1,2,R4,LLRv1,Tommies,,None
79,32,165,0.027938331,0,0.568918407,0.008130463,20767,447564.6563,92.53539269,114.8382048,-96.24304958,,TeTolj,1,2,R4,LLRv1,Tommies,,None
80,36,258,0.001653228,0,0.746905863,0.000564741,57209,1232952.5,92.49095422,109.393321,-110.9084643,,TeTolj,1,2,R4,LLRv1,Tommies,,None
81,11,259,0,0,0,0,740,15948.27539,100.2972973,30.54054054,-125.8620733,,TeTolj,1,2,R4,LLRv1,Tommies,,None
82,24,0,0.000129789,0,0.36796546,3.89E-05,244294,5264956.5,0,0,0,Unknown,bdvYtk,1,1,R4,LLRv1,Tommies,,None
83,13,2,0.295154655,0.231622204,0.496584624,0.000814165,9533,205452.5781,117.1923843,119.1403546,-95.9780412,Left-Cerebral-White-Matter,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Cerebral-White-Matter
84,18,3,0.342247833,0,0.716914117,0.001615161,9587,206616.375,119.7022009,120.0258162,-101.6228921,Left-Cerebral-Cortex,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Cerebral-Cortex
85,21,4,0.449398616,0.253929436,10,0.18317316,616,13275.86133,103.3969156,110.0771104,-99.7369058,Left-Lateral-Ventricle,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Lateral-Ventricle
86,23,5,0.345996815,0.330145568,0.357711494,0.000121637,5,107.7586212,120,108.5,-132.4137973,Left-Inf-Lat-Vent,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Inf-Lat-Vent
87,2,7,0.306690341,0.253186435,0.409438044,0.000492609,738,15905.17188,106.0670732,149.9627371,-141.6316273,Left-Cerebellum-White-Matter,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Cerebellum-White-Matter
88,16,8,0.336312273,0,0.521815062,0.000873912,2381,51314.65234,109.8540529,157.6732465,-145.3431661,Left-Cerebellum-Cortex,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Cerebellum-Cortex
89,26,10,0.306480239,0.26104331,0.370994061,0.00052053,234,5043.103516,101.517094,117.3290598,-106.6460406,Left-Thalamus,bdvYtk,1,1,R4,LLRv1,Tommies,Left,Thalamus
